pais,pais_nome,ano,valor
ARE,United Arab Emirates,2024,203.206410299544
ARE,United Arab Emirates,2023,199.423843889179
ARE,United Arab Emirates,2022,195.624592490241
ARE,United Arab Emirates,2021,186.30089463245
ARE,United Arab Emirates,2020,194.467749671801
ARE,United Arab Emirates,2019,209.033214126867
ARE,United Arab Emirates,2018,214.842134318761
ARE,United Arab Emirates,2017,214.701342068567
ARE,United Arab Emirates,2016,220.411614691071
ARE,United Arab Emirates,2015,206.839413263939
ARG,Argentina,2024,140.234979049333
ARG,Argentina,2023,137.706086781571
ARG,Argentina,2022,131.483556254876
ARG,Argentina,2021,130.352799939601
ARG,Argentina,2020,121.180612527028
ARG,Argentina,2019,125.302657911726
ARG,Argentina,2018,131.224265691711
ARG,Argentina,2017,139.758240519621
ARG,Argentina,2016,145.146584717972
ARG,Argentina,2015,142.240711022183
AUS,Australia,2024,112.581025002429
AUS,Australia,2023,112.513177133796
AUS,Australia,2022,109.469171081514
AUS,Australia,2021,105.118514623956
AUS,Australia,2020,104.930155780087
AUS,Australia,2019,109.752830879788
AUS,Australia,2018,110.033134941946
AUS,Australia,2017,107.799761578952
AUS,Australia,2016,109.128813718295
AUS,Australia,2015,107.608142007003
AUT,Austria,2024,124.45929984531
AUT,Austria,2023,121.746207105931
AUT,Austria,2022,121.16645744796
AUT,Austria,2021,121.357731973824
AUT,Austria,2020,120.131806593244
AUT,Austria,2019,120.776373862218
AUT,Austria,2018,124.230205900482
AUT,Austria,2017,123.414865109678
AUT,Austria,2016,126.797525496643
AUT,Austria,2015,155.837138171172
BEL,Belgium,2024,103.90465332676
BEL,Belgium,2023,103.196426365374
BEL,Belgium,2022,101.680355820653
BEL,Belgium,2021,101.462935633736
BEL,Belgium,2020,99.9100614924974
BEL,Belgium,2019,100.164960666171
BEL,Belgium,2018,100.164027018171
BEL,Belgium,2017,99.8303971992992
BEL,Belgium,2016,110.74871736226
BEL,Belgium,2015,113.29233233425
BGR,Bulgaria,2024,118.067152838789
BGR,Bulgaria,2023,117.932685806225
BGR,Bulgaria,2022,116.679163253179
BGR,Bulgaria,2021,114.911988483727
BGR,Bulgaria,2020,114.596737765322
BGR,Bulgaria,2019,116.616975862125
BGR,Bulgaria,2018,119.394511829255
BGR,Bulgaria,2017,120.595632675282
BGR,Bulgaria,2016,125.906027330453
BGR,Bulgaria,2015,128.103256321093
BOL,Bolivia,2024,98.0287940811943
BOL,Bolivia,2023,
BOL,Bolivia,2022,101.57150434614
BOL,Bolivia,2021,100.809064985893
BOL,Bolivia,2020,99.898817726261
BOL,Bolivia,2019,100.14945954148
BOL,Bolivia,2018,99.4565867202022
BOL,Bolivia,2017,96.6383703523099
BOL,Bolivia,2016,90.3953302409119
BOL,Bolivia,2015,92.2660116634989
BRA,Brazil,2024,101.926846460424
BRA,Brazil,2023,101.020256020808
BRA,Brazil,2022,101.245468903076
BRA,Brazil,2021,104.824727184587
BRA,Brazil,2020,98.6456198619193
BRA,Brazil,2019,97.3747376780285
BRA,Brazil,2018,101.602460284017
BRA,Brazil,2017,108.092570205646
BRA,Brazil,2016,120.101181531485
BRA,Brazil,2015,127.83616904008
CAN,Canada,2024,94.1059718794246
CAN,Canada,2023,94.1497268194785
CAN,Canada,2022,91.2386689983444
CAN,Canada,2021,87.4056019628826
CAN,Canada,2020,84.7747749116615
CAN,Canada,2019,90.9589210049458
CAN,Canada,2018,89.0494584998715
CAN,Canada,2017,86.1024018448784
CAN,Canada,2016,84.5919452304565
CAN,Canada,2015,82.767383138656
CHE,Switzerland,2024,129.471369643132
CHE,Switzerland,2023,130.221876609608
CHE,Switzerland,2022,123.971228075124
CHE,Switzerland,2021,123.21236546636
CHE,Switzerland,2020,127.376373489656
CHE,Switzerland,2019,126.920635838501
CHE,Switzerland,2018,126.681143927488
CHE,Switzerland,2017,131.169694242519
CHE,Switzerland,2016,134.235676338144
CHE,Switzerland,2015,135.723075533919
CHL,Chile,2024,132.660408764665
CHL,Chile,2023,135.871118507277
CHL,Chile,2022,135.114280974065
CHL,Chile,2021,136.571581265001
CHL,Chile,2020,129.413740104604
CHL,Chile,2019,130.492770400522
CHL,Chile,2018,133.270134198082
CHL,Chile,2017,124.000811902967
CHL,Chile,2016,127.565123343064
CHL,Chile,2015,128.583971575207
CHN,China,2024,131.753932036803
CHN,China,2023,128.247014127486
CHN,China,2022,124.195248970763
CHN,China,2021,121.491918368395
CHN,China,2020,120.496715387079
CHN,China,2019,122.670391850252
CHN,China,2018,116.229125477063
CHN,China,2017,104.073181609424
CHN,China,2016,97.2138770934621
CHN,China,2015,92.5401171363348
COL,Colombia,2024,174.094289675393
COL,Colombia,2023,166.980107777443
COL,Colombia,2022,156.195161137443
COL,Colombia,2021,146.627837254516
COL,Colombia,2020,133.661019178018
COL,Colombia,2019,132.810761644655
COL,Colombia,2018,131.595473810882
COL,Colombia,2017,129.272014227481
COL,Colombia,2016,123.709953422515
COL,Colombia,2015,122.051401385652
CRI,Costa Rica,2024,136.024511151268
CRI,Costa Rica,2023,133.527658761832
CRI,Costa Rica,2022,136.518375013406
CRI,Costa Rica,2021,140.788061157457
CRI,Costa Rica,2020,142.481526800044
CRI,Costa Rica,2019,144.514079558713
CRI,Costa Rica,2018,171.357339055205
CRI,Costa Rica,2017,179.931274611112
CRI,Costa Rica,2016,171.166374015358
CRI,Costa Rica,2015,156.403893036958
CYP,Cyprus,2024,156.218025662252
CYP,Cyprus,2023,148.333712748344
CYP,Cyprus,2022,146.71583605521
CYP,Cyprus,2021,142.051408905141
CYP,Cyprus,2020,135.588846364133
CYP,Cyprus,2019,137.76052748227
CYP,Cyprus,2018,134.843630644799
CYP,Cyprus,2017,133.940473480537
CYP,Cyprus,2016,130.334521209334
CYP,Cyprus,2015,128.631974994212
CZE,Czechia,2024,126.600163061009
CZE,Czechia,2023,126.004753501387
CZE,Czechia,2022,128.105295003482
CZE,Czechia,2021,126.173145654465
CZE,Czechia,2020,123.219460160155
CZE,Czechia,2019,124.126150238634
CZE,Czechia,2018,120.431679514249
CZE,Czechia,2017,119.874291148129
CZE,Czechia,2016,118.544499080322
CZE,Czechia,2015,118.339820565816
DEU,Germany,2024,129.150921864378
DEU,Germany,2023,124.662572774586
DEU,Germany,2022,124.158264349285
DEU,Germany,2021,127.125099449404
DEU,Germany,2020,128.424798814302
DEU,Germany,2019,128.292298108313
DEU,Germany,2018,128.945577229674
DEU,Germany,2017,132.003261888443
DEU,Germany,2016,125.024012174369
DEU,Germany,2015,117.401165117624
DNK,Denmark,2024,126.686532566268
DNK,Denmark,2023,126.717092547985
DNK,Denmark,2022,126.48354098254
DNK,Denmark,2021,125.604137839658
DNK,Denmark,2020,124.370019531752
DNK,Denmark,2019,124.573359763273
DNK,Denmark,2018,124.550124408336
DNK,Denmark,2017,123.86211468599
DNK,Denmark,2016,121.941164424922
DNK,Denmark,2015,124.553508356615
ECU,Ecuador,2024,101.598265014024
ECU,Ecuador,2023,101.031752745524
ECU,Ecuador,2022,98.1309025742238
ECU,Ecuador,2021,94.950621672761
ECU,Ecuador,2020,88.2554920433727
ECU,Ecuador,2019,91.4249181128443
ECU,Ecuador,2018,92.5117717203865
ECU,Ecuador,2017,87.421387212843
ECU,Ecuador,2016,84.1088342242983
ECU,Ecuador,2015,79.5746462378333
EGY,"Egypt, Arab Rep.",2024,97.1295066037455
EGY,"Egypt, Arab Rep.",2023,92.8261626420085
EGY,"Egypt, Arab Rep.",2022,90.6794715776528
EGY,"Egypt, Arab Rep.",2021,84.0866220906029
EGY,"Egypt, Arab Rep.",2020,87.2316871725819
EGY,"Egypt, Arab Rep.",2019,88.6447815879102
EGY,"Egypt, Arab Rep.",2018,88.7420881346276
EGY,"Egypt, Arab Rep.",2017,99.2884367821237
EGY,"Egypt, Arab Rep.",2016,96.2091951594197
EGY,"Egypt, Arab Rep.",2015,94.3962460363651
ESP,Spain,2024,130.260997343256
ESP,Spain,2023,127.715490236713
ESP,Spain,2022,123.399528756795
ESP,Spain,2021,118.999806936801
ESP,Spain,2020,116.712041523767
ESP,Spain,2019,116.69612128516
ESP,Spain,2018,115.009066880916
ESP,Spain,2017,112.030085134191
ESP,Spain,2016,110.247061960011
ESP,Spain,2015,109.391040801705
EST,Estonia,2024,151.131825017309
EST,Estonia,2023,150.195729068839
EST,Estonia,2022,152.270772859015
EST,Estonia,2021,148.739589817601
EST,Estonia,2020,144.832210121466
EST,Estonia,2019,147.04692867619
EST,Estonia,2018,145.543490183174
EST,Estonia,2017,144.556616126155
EST,Estonia,2016,144.235470787302
EST,Estonia,2015,144.802963084675
FIN,Finland,2024,125.860954798649
FIN,Finland,2023,127.47302579722
FIN,Finland,2022,128.023293416281
FIN,Finland,2021,129.036333202492
FIN,Finland,2020,128.761294644181
FIN,Finland,2019,129.487723024493
FIN,Finland,2018,129.629119305202
FIN,Finland,2017,129.983392624641
FIN,Finland,2016,131.382780978293
FIN,Finland,2015,134.974123663686
FRA,France,2024,
FRA,France,2023,116.687800394775
FRA,France,2022,115.950519429629
FRA,France,2021,113.952719366702
FRA,France,2020,110.387215275645
FRA,France,2019,109.600780374596
FRA,France,2018,107.482434668386
FRA,France,2017,105.718368398783
FRA,France,2016,103.816661597799
FRA,France,2015,102.718366606519
GBR,United Kingdom,2024,121.643331373201
GBR,United Kingdom,2023,122.781542240418
GBR,United Kingdom,2022,119.833999505569
GBR,United Kingdom,2021,117.887430294308
GBR,United Kingdom,2020,117.304850715261
GBR,United Kingdom,2019,120.250108782533
GBR,United Kingdom,2018,118.184381927412
GBR,United Kingdom,2017,119.206737402819
GBR,United Kingdom,2016,119.786558760596
GBR,United Kingdom,2015,121.211739725133
GRC,Greece,2024,113.597610306796
GRC,Greece,2023,110.79216956747
GRC,Greece,2022,109.026956114201
GRC,Greece,2021,108.643525000707
GRC,Greece,2020,106.669795200072
GRC,Greece,2019,110.855033355177
GRC,Greece,2018,113.418450589721
GRC,Greece,2017,120.305633506681
GRC,Greece,2016,116.365109232942
GRC,Greece,2015,116.133089816996
GTM,Guatemala,2024,112.520863034346
GTM,Guatemala,2023,113.709374947241
GTM,Guatemala,2022,115.156435692604
GTM,Guatemala,2021,125.718955715353
GTM,Guatemala,2020,117.475884100805
GTM,Guatemala,2019,122.043793418341
GTM,Guatemala,2018,121.500075538632
GTM,Guatemala,2017,120.637721514663
GTM,Guatemala,2016,112.267437714983
GTM,Guatemala,2015,113.459063296974
HRV,Croatia,2024,121.732525659138
HRV,Croatia,2023,117.112604314708
HRV,Croatia,2022,114.677195729643
HRV,Croatia,2021,112.169438491978
HRV,Croatia,2020,110.666299439701
HRV,Croatia,2019,110.493802074789
HRV,Croatia,2018,109.034035401906
HRV,Croatia,2017,105.794763679153
HRV,Croatia,2016,106.718403536951
HRV,Croatia,2015,105.543643003646
HUN,Hungary,2024,104.58063059269
HUN,Hungary,2023,105.054424922699
HUN,Hungary,2022,105.793848314995
HUN,Hungary,2021,105.137285804787
HUN,Hungary,2020,105.981902376717
HUN,Hungary,2019,105.141557934591
HUN,Hungary,2018,102.737202940663
HUN,Hungary,2017,101.629260697653
HUN,Hungary,2016,101.442011503556
HUN,Hungary,2015,100.623739037612
IDN,Indonesia,2024,122.514946500491
IDN,Indonesia,2023,125.238194847046
IDN,Indonesia,2022,122.873012230307
IDN,Indonesia,2021,132.199444256099
IDN,Indonesia,2020,129.40362112725
IDN,Indonesia,2019,125.244348145809
IDN,Indonesia,2018,118.330216938024
IDN,Indonesia,2017,162.782511760443
IDN,Indonesia,2016,145.704251250337
IDN,Indonesia,2015,129.468797674053
IND,India,2024,79.3526921826412
IND,India,2023,80.5631998772888
IND,India,2022,80.1818007717416
IND,India,2021,81.603974311212
IND,India,2020,82.2540479927426
IND,India,2019,82.898144918237
IND,India,2018,85.5500756367908
IND,India,2017,85.9703537817688
IND,India,2016,83.917838213735
IND,India,2015,75.379332347226
IRL,Ireland,2024,112.638817343502
IRL,Ireland,2023,110.798344311602
IRL,Ireland,2022,110.608851322579
IRL,Ireland,2021,106.86972424373
IRL,Ireland,2020,105.045612677382
IRL,Ireland,2019,104.597515228061
IRL,Ireland,2018,102.030494877842
IRL,Ireland,2017,101.842124574945
IRL,Ireland,2016,102.558386941167
IRL,Ireland,2015,104.242903808134
ISL,Iceland,2024,120.927513243653
ISL,Iceland,2023,121.475495280706
ISL,Iceland,2022,120.114839781678
ISL,Iceland,2021,117.34255750797
ISL,Iceland,2020,114.939418571031
ISL,Iceland,2019,114.623232603271
ISL,Iceland,2018,116.581078859812
ISL,Iceland,2017,116.796155223255
ISL,Iceland,2016,119.679414972554
ISL,Iceland,2015,116.004435688559
ISR,Israel,2024,177.393104798636
ISR,Israel,2023,153.336641345572
ISR,Israel,2022,151.1379631075
ISR,Israel,2021,139.775312861878
ISR,Israel,2020,139.425860895034
ISR,Israel,2019,135.143345507015
ISR,Israel,2018,125.733440171505
ISR,Israel,2017,126.049460421008
ISR,Israel,2016,128.745353991867
ISR,Israel,2015,131.256932278377
ITA,Italy,2024,132.575141676252
ITA,Italy,2023,131.871674517747
ITA,Italy,2022,131.673965640047
ITA,Italy,2021,130.781488497698
ITA,Italy,2020,129.49000571147
ITA,Italy,2019,132.181234381376
ITA,Italy,2018,138.264671531909
ITA,Italy,2017,138.882433107903
ITA,Italy,2016,142.127307324616
ITA,Italy,2015,144.763979440074
JPN,Japan,2024,
JPN,Japan,2023,178.432441299977
JPN,Japan,2022,168.602943650636
JPN,Japan,2021,159.516123485628
JPN,Japan,2020,154.432206765516
JPN,Japan,2019,147.209910756974
JPN,Japan,2018,141.728728918149
JPN,Japan,2017,135.985843116605
JPN,Japan,2016,131.214861037498
JPN,Japan,2015,126.150959704287
KOR,"Korea, Rep.",2024,172.520241179065
KOR,"Korea, Rep.",2023,162.11365652794
KOR,"Korea, Rep.",2022,148.68360770138
KOR,"Korea, Rep.",2021,140.516382791931
KOR,"Korea, Rep.",2020,135.973274343048
KOR,"Korea, Rep.",2019,133.079790493891
KOR,"Korea, Rep.",2018,128.494634504197
KOR,"Korea, Rep.",2017,123.642066127533
KOR,"Korea, Rep.",2016,119.489512998783
KOR,"Korea, Rep.",2015,115.595447050042
LTU,Lithuania,2024,138.728835196967
LTU,Lithuania,2023,137.203719983084
LTU,Lithuania,2022,135.834150715729
LTU,Lithuania,2021,133.357273318046
LTU,Lithuania,2020,131.341332336588
LTU,Lithuania,2019,132.528841977519
LTU,Lithuania,2018,134.333614750945
LTU,Lithuania,2017,154.147985747777
LTU,Lithuania,2016,146.550393676088
LTU,Lithuania,2015,143.991494147494
LUX,Luxembourg,2024,
LUX,Luxembourg,2023,144.474949556306
LUX,Luxembourg,2022,139.651285065505
LUX,Luxembourg,2021,136.87108956478
LUX,Luxembourg,2020,132.908973559976
LUX,Luxembourg,2019,131.870169616698
LUX,Luxembourg,2018,131.326868398506
LUX,Luxembourg,2017,133.110922975046
LUX,Luxembourg,2016,130.932672500368
LUX,Luxembourg,2015,141.659175188223
LVA,Latvia,2024,121.262202363304
LVA,Latvia,2023,119.909944560018
LVA,Latvia,2022,115.202627450543
LVA,Latvia,2021,114.644670333429
LVA,Latvia,2020,107.902487108935
LVA,Latvia,2019,108.221910991332
LVA,Latvia,2018,107.397431401316
LVA,Latvia,2017,126.846989128969
LVA,Latvia,2016,135.227462327724
LVA,Latvia,2015,130.949148754694
MAR,Morocco,2024,153.057260079672
MAR,Morocco,2023,148.155101338402
MAR,Morocco,2022,141.870002419562
MAR,Morocco,2021,138.911268095998
MAR,Morocco,2020,135.088404811169
MAR,Morocco,2019,128.874798962456
MAR,Morocco,2018,124.827523956634
MAR,Morocco,2017,123.894319060738
MAR,Morocco,2016,118.531797132419
MAR,Morocco,2015,124.480492544005
MEX,Mexico,2024,116.486713265167
MEX,Mexico,2023,111.735420288549
MEX,Mexico,2022,105.720624125765
MEX,Mexico,2021,99.09481491263
MEX,Mexico,2020,96.9237451881936
MEX,Mexico,2019,97.0358606795758
MEX,Mexico,2018,96.4612204576614
MEX,Mexico,2017,92.6493518556478
MEX,Mexico,2016,91.3941924453661
MEX,Mexico,2015,88.9454290232153
MYS,Malaysia,2024,139.664651283564
MYS,Malaysia,2023,142.7320920639
MYS,Malaysia,2022,138.208441079076
MYS,Malaysia,2021,137.684938559871
MYS,Malaysia,2020,129.017911652905
MYS,Malaysia,2019,133.372921941941
MYS,Malaysia,2018,128.873150399987
MYS,Malaysia,2017,130.853522804244
MYS,Malaysia,2016,136.725167298764
MYS,Malaysia,2015,141.210531313909
NLD,Netherlands,2024,128.538765867661
NLD,Netherlands,2023,125.272736960305
NLD,Netherlands,2022,115.8205562749
NLD,Netherlands,2021,123.447849713072
NLD,Netherlands,2020,121.422728509042
NLD,Netherlands,2019,124.08833250929
NLD,Netherlands,2018,121.162164892591
NLD,Netherlands,2017,118.57673269471
NLD,Netherlands,2016,121.420358968335
NLD,Netherlands,2015,121.637501079209
NOR,Norway,2024,109.348606513576
NOR,Norway,2023,109.654228618195
NOR,Norway,2022,111.657196221742
NOR,Norway,2021,109.585637519783
NOR,Norway,2020,108.296844518424
NOR,Norway,2019,108.00526578567
NOR,Norway,2018,107.702543341632
NOR,Norway,2017,108.392640087689
NOR,Norway,2016,109.426806771527
NOR,Norway,2015,110.118346262292
NZL,New Zealand,2024,130.093457083544
NZL,New Zealand,2023,126.854978584281
NZL,New Zealand,2022,115.984187800849
NZL,New Zealand,2021,114.454714130458
NZL,New Zealand,2020,123.000574962598
NZL,New Zealand,2019,120.475335425902
NZL,New Zealand,2018,128.936896010016
NZL,New Zealand,2017,132.980049668049
NZL,New Zealand,2016,129.380648472778
NZL,New Zealand,2015,121.368981425995
PAK,Pakistan,2024,76.8544559649986
PAK,Pakistan,2023,76.5397606213172
PAK,Pakistan,2022,79.1050539061512
PAK,Pakistan,2021,78.8012296805749
PAK,Pakistan,2020,74.7332166629945
PAK,Pakistan,2019,71.6660323753765
PAK,Pakistan,2018,67.8567658982797
PAK,Pakistan,2017,64.7301783284032
PAK,Pakistan,2016,62.0013242640944
PAK,Pakistan,2015,57.9405984557576
PAN,Panama,2024,
PAN,Panama,2023,156.586507591014
PAN,Panama,2022,152.062171804817
PAN,Panama,2021,147.899862038176
PAN,Panama,2020,142.283080390407
PAN,Panama,2019,137.570004959029
PAN,Panama,2018,137.297557979395
PAN,Panama,2017,128.825871183278
PAN,Panama,2016,127.61623852159
PAN,Panama,2015,144.996925532224
PER,Peru,2024,124.623544414599
PER,Peru,2023,121.975084691173
PER,Peru,2022,124.119322949561
PER,Peru,2021,129.993736857913
PER,Peru,2020,119.854099046125
PER,Peru,2019,122.790350843591
PER,Peru,2018,132.156626658621
PER,Peru,2017,124.232520236388
PER,Peru,2016,119.654538672257
PER,Peru,2015,112.404818501786
PHL,Philippines,2024,115.298749599352
PHL,Philippines,2023,117.275521687262
PHL,Philippines,2022,147.428926406785
PHL,Philippines,2021,144.424289981649
PHL,Philippines,2020,133.45620905917
PHL,Philippines,2019,151.006642923206
PHL,Philippines,2018,122.960456861544
PHL,Philippines,2017,110.962137119646
PHL,Philippines,2016,112.517998777897
PHL,Philippines,2015,111.893197374926
POL,Poland,2024,138.016156588197
POL,Poland,2023,135.146301442691
POL,Poland,2022,137.002148115476
POL,Poland,2021,132.987203939653
POL,Poland,2020,129.288487295019
POL,Poland,2019,126.597314882311
POL,Poland,2018,126.266191655563
POL,Poland,2017,131.901471911132
POL,Poland,2016,138.518696718641
POL,Poland,2015,142.520207198425
PRT,Portugal,2024,124.129981203404
PRT,Portugal,2023,123.001507659381
PRT,Portugal,2022,122.80130896654
PRT,Portugal,2021,119.768700781718
PRT,Portugal,2020,114.276382888841
PRT,Portugal,2019,115.145564535894
PRT,Portugal,2018,114.858523480989
PRT,Portugal,2017,113.873619619075
PRT,Portugal,2016,111.846790353179
PRT,Portugal,2015,112.964237082806
ROU,Romania,2024,119.804862328273
ROU,Romania,2023,123.252482585042
ROU,Romania,2022,121.14194294167
ROU,Romania,2021,119.123068432356
ROU,Romania,2020,116.478206049988
ROU,Romania,2019,116.252345583749
ROU,Romania,2018,115.492130982384
ROU,Romania,2017,113.76679260075
ROU,Romania,2016,115.790771839543
ROU,Romania,2015,116.350349219635
RUS,Russian Federation,2024,186.103787309059
